id,title,author,rating,tags,volume,image,link
47,Алиса в Стране Чудес. Алиса в Зазеркалье,Льюис Кэрролл,4.2,"['Детские приключения', 'Зарубежная классика', 'Зарубежные детские книги', 'Литература 19 века', 'Сказки', 'Волшебные существа', 'Невероятные приключения', 'Экранизации']",230,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/2886065-luis-kerroll-alisa-v-strane-chudes-alisa-v-zazerkale.jpg,https://www.litres.ru/luis-kerroll/alisa-v-strane-chudes-alisa-v-zazerkale/
48,Мы живые,Айн Рэнд,4.6,"['Зарубежная классика', 'Литература 20 века', 'Гражданская война', 'Предательство', 'Революция', 'Роман идей']",580,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/4242565-ayn-rend-my-zhivye.jpg,https://www.litres.ru/ayn-rend/my-zhivye/
49,Дерево растёт в Бруклине,Бетти Смит,4.6,"['Зарубежная классика', 'Литература 20 века', 'Young adult', 'Американская классика', 'Американская литература', 'Подростковый возраст', 'Социальная проза', 'Становление героя', 'Экранизации']",530,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/37660897-betti-smit-derevo-rastet-v-brukline.jpg,https://www.litres.ru/betti-smit/derevo-rastet-v-brukline/
50,"Взгляни на дом свой, ангел",Томас Вулф,4.4,"['Зарубежная классика', 'Литература 20 века', 'Американская классика', 'Одиночество', 'Психологическая проза', 'Связь поколений', 'Семейные истории']",810,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/23539666-tomas-vulf-vzglyani-na-dom-svoy-angel.jpg,https://www.litres.ru/tomas-vulf/vzglyani-na-dom-svoy-angel/
51,36 стратагем. Сокровенная книга по военной тактике,,3.9,"['Военное дело / спецслужбы', 'Древневосточная литература', 'Зарубежная публицистика', 'Зарубежная старинная литература', 'Военная история', 'Военное искусство', 'Китайская культура', 'Китайская литература']",190,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/21182544--.jpg,https://www.litres.ru/irina-mizinina/36-stratagem-sokrovennaya-kniga-po-voennoy-taktike/
52,Отверженные,Виктор Мари Гюго,4.6,"['Зарубежная классика', 'Классическая проза', 'Литература 19 века', '10 класс', 'Социальная проза', 'Французская литература', 'Экранизации']",1860,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/129942-viktor-mari-gugo-otverzhennye.jpg,https://www.litres.ru/viktor-mari-gugo/otverzhennye/
53,Великий Гэтсби,Фрэнсис Скотт Фицджеральд,4.6,"['Зарубежная классика', 'Классическая проза', '20-е годы', 'Американская литература', 'Власть денег', 'Высшее общество', 'Жизненные ценности', 'Экранизации']",180,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/9447797-frensis-skott-ficdzherald-velikiy-getsbi.jpg,https://www.litres.ru/frensis-skott-ficdzherald/velikiy-getsbi/
54,Отель,Артур Хейли,4.7,"['Зарубежная классика', 'Литература 20 века', 'Американская классика', 'Гостиничный бизнес', 'Остросюжетная проза', 'Производственный роман', 'Социальная проза']",540,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/125368-artur-heyli-otel.jpg,https://www.litres.ru/artur-heyli/otel/
55,Тысяча и одна ночь. Сказки Шахерезады. Самая полная версия,,4.4,"['Древневосточная литература', 'Зарубежная старинная литература', 'Сказки', 'Арабский восток', 'Арабский мир', 'Иллюстрированное издание', 'Мифология', 'Сказки для взрослых', 'Сказки народов мира']",1530,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/54813365-sbornik-tysyacha-i-odna-noch-skazki-shaherezady-samaya-polnaya-versiya.jpg,https://www.litres.ru/sbornik/tysyacha-i-odna-noch-skazki-shaherezady-samaya-polnaya-versiya/
56,Шведские волшебные сказки,Сирус Гранер,3.3,"['Зарубежная классика', 'Мифы / легенды / эпос', 'Сказки', 'Иллюстрированное издание', 'Красочные иллюстрации', 'Легенды и предания', 'Сказки народов мира', 'Скандинавская мифология', 'Скандинавские сказки', 'Шведская литература']",150,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/57488589-anna-valenberg-shvedskie-volshebnye-skazki.jpg,https://www.litres.ru/anna-valenberg/shvedskie-volshebnye-skazki/
