id,title,author,rating,tags,volume,image,link
899,Crazy Little Thing Called Love,Charlotte Butterfield,0,"['Контркультура', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика']",340,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310860-charlotte-butterfield-crazy-little-thing-called-love.jpg,https://www.litres.ru/charlotte-butterfield/crazy-little-thing-called-love/
900,A Regency Gentleman's Passion,Diane Gaston,0,"['Историческая литература', 'Исторические любовные романы']",490,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310850-diane-gaston-21066910-a-regency-gentleman-s-passion.jpg,https://www.litres.ru/diane-gaston-21066910/a-regency-gentleman-s-passion/
901,Whisper of Jasmine,Deanna Raybourn,0,"['Историческая литература', 'Исторические любовные романы', 'Историческое фэнтези', 'Короткие любовные романы', 'Современная зарубежная литература']",60,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310840-deanna-raybourn-whisper-of-jasmine-63310840.jpg,https://www.litres.ru/deanna-raybourn/whisper-of-jasmine-63310840/
902,Unlaced At Christmas,Elizabeth Rolls,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Историческая литература', 'Исторические любовные романы', 'Короткие любовные романы']",250,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310835-christine-merrill-21063470-unlaced-at-christmas.jpg,https://www.litres.ru/christine-merrill-21063470/unlaced-at-christmas/
903,"Bertie, May and Mrs Fish",Xandra Bingley,0,"['Биографии и мемуары', 'Историческая литература']",170,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310830-xandra-bingley-bertie-may-and-mrs-fish-63310830.jpg,https://www.litres.ru/xandra-bingley/bertie-may-and-mrs-fish-63310830/
904,Hawk's Way: Carter & Falcon,Joan Johnston,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",270,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310815-joan-johnston-hawk-s-way-carter-falcon.jpg,https://www.litres.ru/joan-johnston/hawk-s-way-carter-falcon/
905,Fallen Angels,Lori Foster,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",480,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310805-lori-foster-fallen-angels-63310805.jpg,https://www.litres.ru/lori-foster/fallen-angels-63310805/
906,Hawk's Way Grooms,Joan Johnston,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",380,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310795-joan-johnston-hawk-s-way-grooms-63310795.jpg,https://www.litres.ru/joan-johnston/hawk-s-way-grooms-63310795/
907,The Governess's Secret Baby,Janice Preston,0,"['Исторические любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",290,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310765-janice-preston-21286656-the-governess-s-secret-baby.jpg,https://www.litres.ru/janice-preston-21286656/the-governess-s-secret-baby/
908,A Virgin For Vasquez,Cathy Williams,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",200,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310760-raznoe-12566735-a-virgin-for-vasquez-63310760.jpg,https://www.litres.ru/raznoe-12566735/a-virgin-for-vasquez-63310760/
909,His Honourable Surgeon,Kate Hardy,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",200,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310755-kate-hardy-his-honourable-surgeon-63310755.jpg,https://www.litres.ru/kate-hardy/his-honourable-surgeon-63310755/
910,July Thunder,Rachel Lee,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы']",300,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310750-rachel-lee-july-thunder-63310750.jpg,https://www.litres.ru/rachel-lee/july-thunder-63310750/
