id,title,author,rating,tags,volume,image,link
1432,"Любовь есть бог, а бог есть в каждом! Сборник стихов",Инна Гарбузова,0,['Стихи и поэзия'],13,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971391-inna-garbuzova-lubov-est-bog-a-bog-est-v-kazhdom-sbornik-stihov.jpg,https://www.litres.ru/inna-garbuzova/lubov-est-bog-a-bog-est-v-kazhdom-sbornik-stihov/
1433,РОДИНА. Сборник стихов,Инна Николаевна Гарбузова,0,"['Современная русская литература', 'Стихи и поэзия']",13,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971388-inna-nikolaevna-garbuzova-rodina-sbornik-stihov.jpg,https://www.litres.ru/inna-nikolaevna-garbuzova/rodina-sbornik-stihov/
1434,Топотушки,Андрей Богдарин,5.0,"['Книги для детей', 'Стихи и поэзия', 'Юмор и сатира']",18,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971366-andrey-bogdarin-24611906-topotushki.jpg,https://www.litres.ru/andrey-bogdarin-24611906/topotushki/
1435,Стихи. Детские и не очень,Ляля Блонд,0,['Стихи и поэзия'],38,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971317-lyalya-blond-stihi-detskie-i-ne-ochen.jpg,https://www.litres.ru/lyalya-blond/stihi-detskie-i-ne-ochen/
1436,Счастье выберет нас. Сборник стихов и песен о любви,Андрей Рогозин,5.0,['Стихи и поэзия'],60,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971313-andrey-rogozin-schaste-vyberet-nas-sbornik-stihov-i-pesen-o-lubvi.jpg,https://www.litres.ru/andrey-rogozin/schaste-vyberet-nas-sbornik-stihov-i-pesen-o-lubvi/
1437,Я рядышком…,Лейли Забавина,0,['Стихи и поэзия'],60,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971308-leyli-zabavina-ya-ryadyshkom.jpg,https://www.litres.ru/leyli-zabavina/ya-ryadyshkom/
1438,Рассыпая мусор. Стихи,Сергей Бушов,5.0,['Стихи и поэзия'],140,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971298-sergey-bushov-25131621-rassypaya-musor-stihi.jpg,https://www.litres.ru/sergey-bushov-25131621/rassypaya-musor-stihi/
1439,Возьми меня с собой в дорогу,Марго Добромирова,5.0,['Стихи и поэзия'],80,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971237-margo-dobromirova-vozmi-menya-s-soboy-v-dorogu.jpg,https://www.litres.ru/margo-dobromirova/vozmi-menya-s-soboy-v-dorogu/
1440,Поэтический сборник «Журавлики»,Надя Самородина,0,['Стихи и поэзия'],21,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/60970863-nadya-samorodina-poeticheskiy-sbornik-zhuravliki.jpg,https://www.litres.ru/nadya-samorodina/poeticheskiy-sbornik-zhuravliki/
1441,В моем храме. Стихи,Андрей Александрович Самохин,5.0,['Стихи и поэзия'],11,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/60970718-andrey-samohin-25437393-v-moem-hrame-stihi.jpg,https://www.litres.ru/andrey-samohin-25437393/v-moem-hrame-stihi/
1442,Сашеньке. Поэзия,Илья Сокольников,0,['Стихи и поэзия'],9,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/60970266-ilya-sokolnikov-sashenke-poeziya.jpg,https://www.litres.ru/ilya-sokolnikov/sashenke-poeziya/
1443,Стихи о домашних животных. Книга первая,Виктория Мингалеева,0,['Стихи и поэзия'],1,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/60970242-viktoriya-mingaleeva-stihi-o-domashnih-zhivotnyh-kniga-pervaya.jpg,https://www.litres.ru/viktoriya-mingaleeva/stihi-o-domashnih-zhivotnyh-kniga-pervaya/
1444,Поэцкая рылика. Стихотворные пародии,Наталья Тимофеева,0,"['Стихи и поэзия', 'Юмор и сатира']",60,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/60970048-natalya-timofeeva-8619775-poeckaya-rylika-stihotvornye-parodii.jpg,https://www.litres.ru/natalya-timofeeva-8619775/poeckaya-rylika-stihotvornye-parodii/
1445,Эпиграммы. На политику киевской хунты и Запада,Николай Зеляк,0,['Стихи и поэзия'],50,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/60969842-nikolay-zelyak-epigrammy-na-politiku-kievskoy-hunty-i-zapada-60969842.jpg,https://www.litres.ru/nikolay-zelyak/epigrammy-na-politiku-kievskoy-hunty-i-zapada-60969842/
1446,Пыльный стол,Никита Фараджов,1.0,['Стихи и поэзия'],9,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/60969602-nikita-faradzhov-pylnyy-stol.jpg,https://www.litres.ru/nikita-faradzhov/pylnyy-stol/
1447,Поиграем?,Наталья Дёмина,5.0,"['Книги для детей', 'Стихи и поэзия', 'Юмор и сатира']",17,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/60969511-natalya-demina-22360535-poigraem.jpg,https://www.litres.ru/natalya-demina-22360535/poigraem/
1448,Проба пера. Сборник стихов,Илья Сокольников,0,['Стихи и поэзия'],15,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/60969481-ilya-sokolnikov-proba-pera-sbornik-stihov.jpg,https://www.litres.ru/ilya-sokolnikov/proba-pera-sbornik-stihov/
1449,#лятскиестихи,Кирилл Георгиевич Лятс,0,['Стихи и поэзия'],90,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/60969433-kirill-georgievich-lyats-lyatskiestihi.jpg,https://www.litres.ru/kirill-georgievich-lyats/lyatskiestihi/
